country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation
Saint Vincent and Grenadines2010,0.711,"681,225,963",6809,Silent
Saint Vincent and Grenadines2010,0.711,"681,225,963",6809,Millenials
Saint Vincent and Grenadines2010,0.711,"681,225,963",6809,Generation X
Saint Vincent and Grenadines2010,0.711,"681,225,963",6809,Silent
Saint Vincent and Grenadines2010,0.711,"681,225,963",6809,Silent
Saint Vincent and Grenadines2011,0.713,"676,129,407",6759,Generation X
Saint Vincent and Grenadines2011,0.713,"676,129,407",6759,Boomers
Saint Vincent and Grenadines2011,0.713,"676,129,407",6759,Millenials
Saint Vincent and Grenadines2011,0.713,"676,129,407",6759,Millenials
Saint Vincent and Grenadines2011,0.713,"676,129,407",6759,Millenials
Saint Vincent and Grenadines2011,0.713,"676,129,407",6759,Generation X
Saint Vincent and Grenadines2011,0.713,"676,129,407",6759,Generation Z
Saint Vincent and Grenadines2011,0.713,"676,129,407",6759,Silent
Saint Vincent and Grenadines2011,0.713,"676,129,407",6759,Millenials
Saint Vincent and Grenadines2011,0.713,"676,129,407",6759,Generation Z
Saint Vincent and Grenadines2011,0.713,"676,129,407",6759,Boomers
Saint Vincent and Grenadines2011,0.713,"676,129,407",6759,Silent
Saint Vincent and Grenadines2012,0.715,"692,933,741",6918,Millenials
Saint Vincent and Grenadines2012,0.715,"692,933,741",6918,Millenials
Saint Vincent and Grenadines2012,0.715,"692,933,741",6918,Boomers
Saint Vincent and Grenadines2012,0.715,"692,933,741",6918,Generation X
Saint Vincent and Grenadines2012,0.715,"692,933,741",6918,Generation X
Saint Vincent and Grenadines2012,0.715,"692,933,741",6918,Millenials
Saint Vincent and Grenadines2012,0.715,"692,933,741",6918,Millenials
Saint Vincent and Grenadines2012,0.715,"692,933,741",6918,Generation Z
Saint Vincent and Grenadines2012,0.715,"692,933,741",6918,Boomers
Saint Vincent and Grenadines2012,0.715,"692,933,741",6918,Silent
Saint Vincent and Grenadines2012,0.715,"692,933,741",6918,Generation Z
Saint Vincent and Grenadines2012,0.715,"692,933,741",6918,Silent
Saint Vincent and Grenadines2013,0.717,"721,207,148",7183,Millenials
Saint Vincent and Grenadines2013,0.717,"721,207,148",7183,Millenials
Saint Vincent and Grenadines2013,0.717,"721,207,148",7183,Generation X
Saint Vincent and Grenadines2013,0.717,"721,207,148",7183,Generation Z
Saint Vincent and Grenadines2013,0.717,"721,207,148",7183,Boomers
Saint Vincent and Grenadines2013,0.717,"721,207,148",7183,Silent
Saint Vincent and Grenadines2013,0.717,"721,207,148",7183,Millenials
Saint Vincent and Grenadines2013,0.717,"721,207,148",7183,Millenials
Saint Vincent and Grenadines2013,0.717,"721,207,148",7183,Generation X
Saint Vincent and Grenadines2013,0.717,"721,207,148",7183,Generation Z
Saint Vincent and Grenadines2013,0.717,"721,207,148",7183,Boomers
Saint Vincent and Grenadines2013,0.717,"721,207,148",7183,Silent
Saint Vincent and Grenadines2014,0.72,"725,185,185",7203,Silent
Saint Vincent and Grenadines2014,0.72,"725,185,185",7203,Millenials
Saint Vincent and Grenadines2014,0.72,"725,185,185",7203,Millenials
Saint Vincent and Grenadines2014,0.72,"725,185,185",7203,Millenials
Saint Vincent and Grenadines2014,0.72,"725,185,185",7203,Generation X
Saint Vincent and Grenadines2014,0.72,"725,185,185",7203,Generation Z
Saint Vincent and Grenadines2014,0.72,"725,185,185",7203,Boomers
Saint Vincent and Grenadines2014,0.72,"725,185,185",7203,Silent
Saint Vincent and Grenadines2014,0.72,"725,185,185",7203,Millenials
Saint Vincent and Grenadines2014,0.72,"725,185,185",7203,Generation X
Saint Vincent and Grenadines2014,0.72,"725,185,185",7203,Generation Z
Saint Vincent and Grenadines2014,0.72,"725,185,185",7203,Boomers
Saint Vincent and Grenadines2015,,"756,666,667",7496,Generation Z
Saint Vincent and Grenadines2015,,"756,666,667",7496,Millenials
Saint Vincent and Grenadines2015,,"756,666,667",7496,Generation X
Saint Vincent and Grenadines2015,,"756,666,667",7496,Millenials
Saint Vincent and Grenadines2015,,"756,666,667",7496,Millenials
Saint Vincent and Grenadines2015,,"756,666,667",7496,Generation X
Saint Vincent and Grenadines2015,,"756,666,667",7496,Boomers
Saint Vincent and Grenadines2015,,"756,666,667",7496,Silent
Saint Vincent and Grenadines2015,,"756,666,667",7496,Millenials
Saint Vincent and Grenadines2015,,"756,666,667",7496,Generation Z
Saint Vincent and Grenadines2015,,"756,666,667",7496,Boomers
Saint Vincent and Grenadines2015,,"756,666,667",7496,Silent
San Marino1999,,"1,215,640,315",48255,Silent
San Marino1999,,"1,215,640,315",48255,Boomers
San Marino1999,,"1,215,640,315",48255,Generation X
San Marino1999,,"1,215,640,315",48255,Generation X
San Marino1999,,"1,215,640,315",48255,Boomers
San Marino1999,,"1,215,640,315",48255,Millenials
San Marino1999,,"1,215,640,315",48255,Silent
San Marino1999,,"1,215,640,315",48255,G.I. Generation
San Marino1999,,"1,215,640,315",48255,Generation X
San Marino1999,,"1,215,640,315",48255,Generation X
San Marino1999,,"1,215,640,315",48255,Millenials
San Marino1999,,"1,215,640,315",48255,G.I. Generation
San Marino2000,,"1,101,897,918",43435,Generation X
San Marino2000,,"1,101,897,918",43435,Generation X
San Marino2000,,"1,101,897,918",43435,Generation X
San Marino2000,,"1,101,897,918",43435,Boomers
San Marino2000,,"1,101,897,918",43435,Millenials
San Marino2000,,"1,101,897,918",43435,Silent
San Marino2000,,"1,101,897,918",43435,G.I. Generation
San Marino2000,,"1,101,897,918",43435,Generation X
San Marino2000,,"1,101,897,918",43435,Boomers
San Marino2000,,"1,101,897,918",43435,Millenials
San Marino2000,,"1,101,897,918",43435,Silent
San Marino2000,,"1,101,897,918",43435,G.I. Generation
San Marino2005,,"1,958,711,603",69301,Silent
San Marino2005,,"1,958,711,603",69301,Millenials
San Marino2005,,"1,958,711,603",69301,Generation X
San Marino2005,,"1,958,711,603",69301,Boomers
San Marino2005,,"1,958,711,603",69301,Millenials
San Marino2005,,"1,958,711,603",69301,Silent
San Marino2005,,"1,958,711,603",69301,Silent
San Marino2005,,"1,958,711,603",69301,Millenials
San Marino2005,,"1,958,711,603",69301,Generation X
San Marino2005,,"1,958,711,603",69301,Boomers
San Marino2005,,"1,958,711,603",69301,Millenials
San Marino2005,,"1,958,711,603",69301,Silent
Serbia1998,,"18,284,194,680",2547,G.I. Generation
Serbia1998,,"18,284,194,680",2547,Silent
Serbia1998,,"18,284,194,680",2547,G.I. Generation
Serbia1998,,"18,284,194,680",2547,Boomers
Serbia1998,,"18,284,194,680",2547,Generation X
Serbia1998,,"18,284,194,680",2547,Silent
Serbia1998,,"18,284,194,680",2547,Generation X
Serbia1998,,"18,284,194,680",2547,Boomers
Serbia1998,,"18,284,194,680",2547,Generation X
Serbia1998,,"18,284,194,680",2547,Generation X
Serbia1998,,"18,284,194,680",2547,Millenials
Serbia1998,,"18,284,194,680",2547,Millenials
Serbia1999,,"18,409,364,147",2570,G.I. Generation
Serbia1999,,"18,409,364,147",2570,G.I. Generation
Serbia1999,,"18,409,364,147",2570,Silent
Serbia1999,,"18,409,364,147",2570,Boomers
Serbia1999,,"18,409,364,147",2570,Silent
Serbia1999,,"18,409,364,147",2570,Generation X
Serbia1999,,"18,409,364,147",2570,Generation X
Serbia1999,,"18,409,364,147",2570,Boomers
Serbia1999,,"18,409,364,147",2570,Generation X
Serbia1999,,"18,409,364,147",2570,Generation X
Serbia1999,,"18,409,364,147",2570,Millenials
Serbia1999,,"18,409,364,147",2570,Millenials
Serbia2000,0.71,"6,540,247,190",915,G.I. Generation
Serbia2000,0.71,"6,540,247,190",915,Silent
Serbia2000,0.71,"6,540,247,190",915,G.I. Generation
Serbia2000,0.71,"6,540,247,190",915,Boomers
Serbia2000,0.71,"6,540,247,190",915,Silent
Serbia2000,0.71,"6,540,247,190",915,Generation X
Serbia2000,0.71,"6,540,247,190",915,Generation X
Serbia2000,0.71,"6,540,247,190",915,Boomers
Serbia2000,0.71,"6,540,247,190",915,Generation X
Serbia2000,0.71,"6,540,247,190",915,Generation X
Serbia2000,0.71,"6,540,247,190",915,Millenials
Serbia2000,0.71,"6,540,247,190",915,Millenials
Serbia2001,,"12,267,175,481",1718,Silent
Serbia2001,,"12,267,175,481",1718,Silent
Serbia2001,,"12,267,175,481",1718,Silent
Serbia2001,,"12,267,175,481",1718,Boomers
Serbia2001,,"12,267,175,481",1718,Generation X
Serbia2001,,"12,267,175,481",1718,Silent
Serbia2001,,"12,267,175,481",1718,Millenials
Serbia2001,,"12,267,175,481",1718,Boomers
Serbia2001,,"12,267,175,481",1718,Generation X
Serbia2001,,"12,267,175,481",1718,Millenials
Serbia2001,,"12,267,175,481",1718,Millenials
Serbia2001,,"12,267,175,481",1718,Millenials
Serbia2002,,"16,116,843,146",2258,Silent
Serbia2002,,"16,116,843,146",2258,Silent
Serbia2002,,"16,116,843,146",2258,Silent
Serbia2002,,"16,116,843,146",2258,Boomers
Serbia2002,,"16,116,843,146",2258,Generation X
Serbia2002,,"16,116,843,146",2258,Silent
Serbia2002,,"16,116,843,146",2258,Millenials
Serbia2002,,"16,116,843,146",2258,Boomers
Serbia2002,,"16,116,843,146",2258,Generation X
Serbia2002,,"16,116,843,146",2258,Millenials
Serbia2002,,"16,116,843,146",2258,Millenials
Serbia2002,,"16,116,843,146",2258,Millenials
Serbia2003,,"21,188,704,081",2979,Silent
Serbia2003,,"21,188,704,081",2979,Silent
Serbia2003,,"21,188,704,081",2979,Silent
Serbia2003,,"21,188,704,081",2979,Boomers
Serbia2003,,"21,188,704,081",2979,Generation X
Serbia2003,,"21,188,704,081",2979,Silent
Serbia2003,,"21,188,704,081",2979,Millenials
Serbia2003,,"21,188,704,081",2979,Boomers
Serbia2003,,"21,188,704,081",2979,Generation X
Serbia2003,,"21,188,704,081",2979,Millenials
Serbia2003,,"21,188,704,081",2979,Millenials
Serbia2003,,"21,188,704,081",2979,Millenials
Serbia2004,,"24,861,483,281",3508,Silent
Serbia2004,,"24,861,483,281",3508,Silent
Serbia2004,,"24,861,483,281",3508,Boomers
Serbia2004,,"24,861,483,281",3508,Silent
Serbia2004,,"24,861,483,281",3508,Silent
Serbia2004,,"24,861,483,281",3508,Generation X
Serbia2004,,"24,861,483,281",3508,Millenials
Serbia2004,,"24,861,483,281",3508,Boomers
Serbia2004,,"24,861,483,281",3508,Generation X
Serbia2004,,"24,861,483,281",3508,Millenials
Serbia2004,,"24,861,483,281",3508,Millenials
Serbia2004,,"24,861,483,281",3508,Millenials
Serbia2005,0.741,"26,252,007,830",3719,Silent
Serbia2005,0.741,"26,252,007,830",3719,Silent
Serbia2005,0.741,"26,252,007,830",3719,Silent
Serbia2005,0.741,"26,252,007,830",3719,Boomers
Serbia2005,0.741,"26,252,007,830",3719,Silent
Serbia2005,0.741,"26,252,007,830",3719,Generation X
Serbia2005,0.741,"26,252,007,830",3719,Boomers
Serbia2005,0.741,"26,252,007,830",3719,Millenials
Serbia2005,0.741,"26,252,007,830",3719,Generation X
Serbia2005,0.741,"26,252,007,830",3719,Millenials
Serbia2005,0.741,"26,252,007,830",3719,Millenials
Serbia2005,0.741,"26,252,007,830",3719,Millenials
Serbia2006,,"30,607,991,862",4353,Silent
Serbia2006,,"30,607,991,862",4353,Silent
Serbia2006,,"30,607,991,862",4353,Silent
Serbia2006,,"30,607,991,862",4353,Boomers
Serbia2006,,"30,607,991,862",4353,Generation X
Serbia2006,,"30,607,991,862",4353,Silent
Serbia2006,,"30,607,991,862",4353,Millenials
Serbia2006,,"30,607,991,862",4353,Boomers
Serbia2006,,"30,607,991,862",4353,Generation X
Serbia2006,,"30,607,991,862",4353,Millenials
Serbia2006,,"30,607,991,862",4353,Millenials
Serbia2006,,"30,607,991,862",4353,Millenials
Serbia2007,,"40,289,556,656",5748,Silent
Serbia2007,,"40,289,556,656",5748,Silent
Serbia2007,,"40,289,556,656",5748,Silent
Serbia2007,,"40,289,556,656",5748,Boomers
Serbia2007,,"40,289,556,656",5748,Silent
Serbia2007,,"40,289,556,656",5748,Generation X
Serbia2007,,"40,289,556,656",5748,Millenials
Serbia2007,,"40,289,556,656",5748,Boomers
Serbia2007,,"40,289,556,656",5748,Generation X
Serbia2007,,"40,289,556,656",5748,Millenials
Serbia2007,,"40,289,556,656",5748,Generation Z
Serbia2007,,"40,289,556,656",5748,Generation Z
Serbia2008,,"49,259,526,053",7049,Silent
Serbia2008,,"49,259,526,053",7049,Silent
Serbia2008,,"49,259,526,053",7049,Boomers
Serbia2008,,"49,259,526,053",7049,Silent
Serbia2008,,"49,259,526,053",7049,Generation X
Serbia2008,,"49,259,526,053",7049,Silent
Serbia2008,,"49,259,526,053",7049,Boomers
Serbia2008,,"49,259,526,053",7049,Millenials
Serbia2008,,"49,259,526,053",7049,Generation X
Serbia2008,,"49,259,526,053",7049,Millenials
Serbia2008,,"49,259,526,053",7049,Generation Z
Serbia2008,,"49,259,526,053",7049,Generation Z
Serbia2009,,"42,616,653,300",6116,Silent
Serbia2009,,"42,616,653,300",6116,Silent
Serbia2009,,"42,616,653,300",6116,Boomers
Serbia2009,,"42,616,653,300",6116,Silent
Serbia2009,,"42,616,653,300",6116,Generation X
Serbia2009,,"42,616,653,300",6116,Silent
Serbia2009,,"42,616,653,300",6116,Boomers
Serbia2009,,"42,616,653,300",6116,Millenials
Serbia2009,,"42,616,653,300",6116,Generation X
Serbia2009,,"42,616,653,300",6116,Millenials
Serbia2009,,"42,616,653,300",6116,Generation Z
Serbia2009,,"42,616,653,300",6116,Generation Z
Serbia2010,0.757,"39,460,357,731",5682,Silent
Serbia2010,0.757,"39,460,357,731",5682,Silent
Serbia2010,0.757,"39,460,357,731",5682,Silent
Serbia2010,0.757,"39,460,357,731",5682,Generation X
Serbia2010,0.757,"39,460,357,731",5682,Generation X
Serbia2010,0.757,"39,460,357,731",5682,Silent
Serbia2010,0.757,"39,460,357,731",5682,Millenials
Serbia2010,0.757,"39,460,357,731",5682,Generation X
Serbia2010,0.757,"39,460,357,731",5682,Generation X
Serbia2010,0.757,"39,460,357,731",5682,Millenials
Serbia2010,0.757,"39,460,357,731",5682,Generation Z
Serbia2010,0.757,"39,460,357,731",5682,Generation Z
Serbia2011,0.761,"46,466,728,667",6734,Silent
Serbia2011,0.761,"46,466,728,667",6734,Boomers
Serbia2011,0.761,"46,466,728,667",6734,Silent
Serbia2011,0.761,"46,466,728,667",6734,Generation X
Serbia2011,0.761,"46,466,728,667",6734,Millenials
Serbia2011,0.761,"46,466,728,667",6734,Boomers
Serbia2011,0.761,"46,466,728,667",6734,Generation X
Serbia2011,0.761,"46,466,728,667",6734,Millenials
Serbia2011,0.761,"46,466,728,667",6734,Millenials
Serbia2011,0.761,"46,466,728,667",6734,Millenials
Serbia2011,0.761,"46,466,728,667",6734,Generation Z
Serbia2011,0.761,"46,466,728,667",6734,Generation Z
Serbia2012,0.762,"40,742,313,861",5933,Silent
Serbia2012,0.762,"40,742,313,861",5933,Boomers
Serbia2012,0.762,"40,742,313,861",5933,Generation X
Serbia2012,0.762,"40,742,313,861",5933,Silent
Serbia2012,0.762,"40,742,313,861",5933,Millenials
Serbia2012,0.762,"40,742,313,861",5933,Boomers
Serbia2012,0.762,"40,742,313,861",5933,Millenials
Serbia2012,0.762,"40,742,313,861",5933,Generation X
Serbia2012,0.762,"40,742,313,861",5933,Millenials
Serbia2012,0.762,"40,742,313,861",5933,Millenials
Serbia2012,0.762,"40,742,313,861",5933,Generation Z
Serbia2012,0.762,"40,742,313,861",5933,Generation Z
Serbia2013,0.771,"45,519,650,911",6662,Silent
Serbia2013,0.771,"45,519,650,911",6662,Boomers
Serbia2013,0.771,"45,519,650,911",6662,Generation X
Serbia2013,0.771,"45,519,650,911",6662,Silent
Serbia2013,0.771,"45,519,650,911",6662,Millenials
Serbia2013,0.771,"45,519,650,911",6662,Boomers
Serbia2013,0.771,"45,519,650,911",6662,Generation X
Serbia2013,0.771,"45,519,650,911",6662,Millenials
Serbia2013,0.771,"45,519,650,911",6662,Millenials
Serbia2013,0.771,"45,519,650,911",6662,Millenials
Serbia2013,0.771,"45,519,650,911",6662,Generation Z
Serbia2013,0.771,"45,519,650,911",6662,Generation Z
Serbia2014,0.771,"44,210,806,366",6500,Silent
Serbia2014,0.771,"44,210,806,366",6500,Boomers
Serbia2014,0.771,"44,210,806,366",6500,Silent
Serbia2014,0.771,"44,210,806,366",6500,Generation X
Serbia2014,0.771,"44,210,806,366",6500,Millenials
Serbia2014,0.771,"44,210,806,366",6500,Boomers
Serbia2014,0.771,"44,210,806,366",6500,Millenials
Serbia2014,0.771,"44,210,806,366",6500,Generation X
Serbia2014,0.771,"44,210,806,366",6500,Millenials
Serbia2014,0.771,"44,210,806,366",6500,Millenials
Serbia2014,0.771,"44,210,806,366",6500,Generation Z
Serbia2014,0.771,"44,210,806,366",6500,Generation Z
Serbia2015,,"37,160,332,465",5492,Silent
Serbia2015,,"37,160,332,465",5492,Boomers
Serbia2015,,"37,160,332,465",5492,Generation X
Serbia2015,,"37,160,332,465",5492,Silent
Serbia2015,,"37,160,332,465",5492,Millenials
Serbia2015,,"37,160,332,465",5492,Boomers
Serbia2015,,"37,160,332,465",5492,Millenials
Serbia2015,,"37,160,332,465",5492,Generation X
Serbia2015,,"37,160,332,465",5492,Millenials
Serbia2015,,"37,160,332,465",5492,Millenials
Serbia2015,,"37,160,332,465",5492,Generation Z
Serbia2015,,"37,160,332,465",5492,Generation Z
Seychelles1985,,"168,887,539",2947,Silent
Seychelles1985,,"168,887,539",2947,Generation X
Seychelles1985,,"168,887,539",2947,G.I. Generation
Seychelles1985,,"168,887,539",2947,Generation X
Seychelles1985,,"168,887,539",2947,Boomers
Seychelles1985,,"168,887,539",2947,Silent
Seychelles1985,,"168,887,539",2947,Generation X
Seychelles1985,,"168,887,539",2947,G.I. Generation
Seychelles1985,,"168,887,539",2947,G.I. Generation
Seychelles1985,,"168,887,539",2947,Boomers
Seychelles1985,,"168,887,539",2947,Generation X
Seychelles1985,,"168,887,539",2947,G.I. Generation
Seychelles1986,,"207,850,624",3621,Silent
Seychelles1986,,"207,850,624",3621,Generation X
Seychelles1986,,"207,850,624",3621,Boomers
Seychelles1986,,"207,850,624",3621,Silent
Seychelles1986,,"207,850,624",3621,Generation X
Seychelles1986,,"207,850,624",3621,G.I. Generation
Seychelles1986,,"207,850,624",3621,G.I. Generation
Seychelles1986,,"207,850,624",3621,Generation X
Seychelles1986,,"207,850,624",3621,Boomers
Seychelles1986,,"207,850,624",3621,Generation X
Seychelles1986,,"207,850,624",3621,G.I. Generation
Seychelles1986,,"207,850,624",3621,G.I. Generation
Seychelles1987,,"249,267,040",4276,Silent
Seychelles1987,,"249,267,040",4276,Boomers
Seychelles1987,,"249,267,040",4276,Generation X
Seychelles1987,,"249,267,040",4276,Boomers
Seychelles1987,,"249,267,040",4276,Silent
Seychelles1987,,"249,267,040",4276,Generation X
Seychelles1987,,"249,267,040",4276,G.I. Generation
Seychelles1987,,"249,267,040",4276,G.I. Generation
Seychelles1987,,"249,267,040",4276,Generation X
Seychelles1987,,"249,267,040",4276,Generation X
Seychelles1987,,"249,267,040",4276,G.I. Generation
Seychelles1987,,"249,267,040",4276,G.I. Generation
Seychelles2001,,"622,262,057",8257,Generation X
Seychelles2001,,"622,262,057",8257,Silent
Seychelles2001,,"622,262,057",8257,Boomers
Seychelles2001,,"622,262,057",8257,Boomers
Seychelles2001,,"622,262,057",8257,Millenials
Seychelles2001,,"622,262,057",8257,Generation X
Seychelles2001,,"622,262,057",8257,Millenials
Seychelles2001,,"622,262,057",8257,Silent
Seychelles2001,,"622,262,057",8257,Silent
Seychelles2001,,"622,262,057",8257,Millenials
Seychelles2001,,"622,262,057",8257,Millenials
Seychelles2001,,"622,262,057",8257,Silent
Seychelles2002,,"697,518,248",9070,Silent
Seychelles2002,,"697,518,248",9070,Generation X
Seychelles2002,,"697,518,248",9070,Millenials
Seychelles2002,,"697,518,248",9070,Boomers
Seychelles2002,,"697,518,248",9070,Millenials
Seychelles2002,,"697,518,248",9070,Generation X
Seychelles2002,,"697,518,248",9070,Boomers
Seychelles2002,,"697,518,248",9070,Millenials
Seychelles2002,,"697,518,248",9070,Silent
Seychelles2002,,"697,518,248",9070,Silent
Seychelles2002,,"697,518,248",9070,Millenials
Seychelles2002,,"697,518,248",9070,Silent
Seychelles2003,,"705,704,816",9001,Silent
Seychelles2003,,"705,704,816",9001,Boomers
Seychelles2003,,"705,704,816",9001,Boomers
Seychelles2003,,"705,704,816",9001,Generation X
Seychelles2003,,"705,704,816",9001,Millenials
Seychelles2003,,"705,704,816",9001,Millenials
Seychelles2003,,"705,704,816",9001,Generation X
Seychelles2003,,"705,704,816",9001,Millenials
Seychelles2003,,"705,704,816",9001,Silent
Seychelles2003,,"705,704,816",9001,Silent
Seychelles2003,,"705,704,816",9001,Millenials
Seychelles2003,,"705,704,816",9001,Silent
Seychelles2004,,"839,319,927",10526,Boomers
Seychelles2004,,"839,319,927",10526,Generation X
Seychelles2004,,"839,319,927",10526,Millenials
Seychelles2004,,"839,319,927",10526,Millenials
Seychelles2004,,"839,319,927",10526,Generation X
Seychelles2004,,"839,319,927",10526,Boomers
Seychelles2004,,"839,319,927",10526,Millenials
Seychelles2004,,"839,319,927",10526,Silent
Seychelles2004,,"839,319,927",10526,Silent
Seychelles2004,,"839,319,927",10526,Millenials
Seychelles2004,,"839,319,927",10526,Silent
Seychelles2004,,"839,319,927",10526,Silent
Seychelles2005,0.736,"919,103,255",11361,Silent
Seychelles2005,0.736,"919,103,255",11361,Boomers
Seychelles2005,0.736,"919,103,255",11361,Millenials
Seychelles2005,0.736,"919,103,255",11361,Millenials
Seychelles2005,0.736,"919,103,255",11361,Millenials
Seychelles2005,0.736,"919,103,255",11361,Generation X
Seychelles2005,0.736,"919,103,255",11361,Boomers
Seychelles2005,0.736,"919,103,255",11361,Silent
Seychelles2005,0.736,"919,103,255",11361,Silent
Seychelles2005,0.736,"919,103,255",11361,Generation X
Seychelles2005,0.736,"919,103,255",11361,Millenials
Seychelles2005,0.736,"919,103,255",11361,Silent
Seychelles2006,,"1,016,418,229",12442,Silent
Seychelles2006,,"1,016,418,229",12442,Boomers
Seychelles2006,,"1,016,418,229",12442,Silent
Seychelles2006,,"1,016,418,229",12442,Millenials
Seychelles2006,,"1,016,418,229",12442,Millenials
Seychelles2006,,"1,016,418,229",12442,Generation X
Seychelles2006,,"1,016,418,229",12442,Boomers
Seychelles2006,,"1,016,418,229",12442,Millenials
Seychelles2006,,"1,016,418,229",12442,Silent
Seychelles2006,,"1,016,418,229",12442,Silent
Seychelles2006,,"1,016,418,229",12442,Generation X
Seychelles2006,,"1,016,418,229",12442,Millenials
Seychelles2007,,"1,033,561,654",12554,Silent
Seychelles2007,,"1,033,561,654",12554,Boomers
Seychelles2007,,"1,033,561,654",12554,Generation X
Seychelles2007,,"1,033,561,654",12554,Generation X
Seychelles2007,,"1,033,561,654",12554,Millenials
Seychelles2007,,"1,033,561,654",12554,Boomers
Seychelles2007,,"1,033,561,654",12554,Generation Z
Seychelles2007,,"1,033,561,654",12554,Silent
Seychelles2007,,"1,033,561,654",12554,Silent
Seychelles2007,,"1,033,561,654",12554,Millenials
Seychelles2007,,"1,033,561,654",12554,Generation Z
Seychelles2007,,"1,033,561,654",12554,Silent
Seychelles2008,,"967,199,594",11667,Boomers
Seychelles2008,,"967,199,594",11667,Millenials
Seychelles2008,,"967,199,594",11667,Generation X
Seychelles2008,,"967,199,594",11667,Millenials
Seychelles2008,,"967,199,594",11667,Generation X
Seychelles2008,,"967,199,594",11667,Boomers
Seychelles2008,,"967,199,594",11667,Generation Z
Seychelles2008,,"967,199,594",11667,Silent
Seychelles2008,,"967,199,594",11667,Silent
Seychelles2008,,"967,199,594",11667,Generation Z
Seychelles2008,,"967,199,594",11667,Silent
Seychelles2008,,"967,199,594",11667,Silent
Seychelles2009,,"847,397,850",10157,Silent
Seychelles2009,,"847,397,850",10157,Boomers
Seychelles2009,,"847,397,850",10157,Millenials
Seychelles2009,,"847,397,850",10157,Generation X
Seychelles2009,,"847,397,850",10157,Boomers
Seychelles2009,,"847,397,850",10157,Generation Z
Seychelles2009,,"847,397,850",10157,Silent
Seychelles2009,,"847,397,850",10157,Silent
Seychelles2009,,"847,397,850",10157,Millenials
Seychelles2009,,"847,397,850",10157,Generation X
Seychelles2009,,"847,397,850",10157,Generation Z
Seychelles2009,,"847,397,850",10157,Silent
Seychelles2010,0.743,"969,936,525",11563,Generation X
Seychelles2010,0.743,"969,936,525",11563,Generation X
Seychelles2010,0.743,"969,936,525",11563,Millenials
Seychelles2010,0.743,"969,936,525",11563,Generation X
Seychelles2010,0.743,"969,936,525",11563,Generation X
Seychelles2010,0.743,"969,936,525",11563,Generation Z
Seychelles2010,0.743,"969,936,525",11563,Silent
Seychelles2010,0.743,"969,936,525",11563,Silent
Seychelles2010,0.743,"969,936,525",11563,Millenials
Seychelles2010,0.743,"969,936,525",11563,Generation Z
Seychelles2010,0.743,"969,936,525",11563,Silent
Seychelles2010,0.743,"969,936,525",11563,Silent
Seychelles2011,0.752,"1,065,826,670",13204,Generation X
Seychelles2011,0.752,"1,065,826,670",13204,Millenials
Seychelles2011,0.752,"1,065,826,670",13204,Millenials
Seychelles2011,0.752,"1,065,826,670",13204,Millenials
Seychelles2011,0.752,"1,065,826,670",13204,Millenials
Seychelles2011,0.752,"1,065,826,670",13204,Generation X
Seychelles2011,0.752,"1,065,826,670",13204,Generation Z
Seychelles2011,0.752,"1,065,826,670",13204,Boomers
Seychelles2011,0.752,"1,065,826,670",13204,Silent
Seychelles2011,0.752,"1,065,826,670",13204,Generation Z
Seychelles2011,0.752,"1,065,826,670",13204,Boomers
Seychelles2011,0.752,"1,065,826,670",13204,Silent
Seychelles2012,0.761,"1,059,498,884",13044,Boomers
Seychelles2012,0.761,"1,059,498,884",13044,Generation X
Seychelles2012,0.761,"1,059,498,884",13044,Millenials
Seychelles2012,0.761,"1,059,498,884",13044,Millenials
Seychelles2012,0.761,"1,059,498,884",13044,Generation X
Seychelles2012,0.761,"1,059,498,884",13044,Generation Z
Seychelles2012,0.761,"1,059,498,884",13044,Boomers
Seychelles2012,0.761,"1,059,498,884",13044,Silent
Seychelles2012,0.761,"1,059,498,884",13044,Millenials
Seychelles2012,0.761,"1,059,498,884",13044,Millenials
Seychelles2012,0.761,"1,059,498,884",13044,Generation Z
Seychelles2012,0.761,"1,059,498,884",13044,Silent
Seychelles2013,0.767,"1,328,091,524",16090,Boomers
Seychelles2013,0.767,"1,328,091,524",16090,Millenials
Seychelles2013,0.767,"1,328,091,524",16090,Millenials
Seychelles2013,0.767,"1,328,091,524",16090,Generation X
Seychelles2013,0.767,"1,328,091,524",16090,Millenials
Seychelles2013,0.767,"1,328,091,524",16090,Millenials
Seychelles2013,0.767,"1,328,091,524",16090,Generation X
Seychelles2013,0.767,"1,328,091,524",16090,Generation Z
Seychelles2013,0.767,"1,328,091,524",16090,Boomers
Seychelles2013,0.767,"1,328,091,524",16090,Silent
Seychelles2013,0.767,"1,328,091,524",16090,Generation Z
Seychelles2013,0.767,"1,328,091,524",16090,Silent
Seychelles2014,0.772,"1,342,997,306",16018,Millenials
Seychelles2014,0.772,"1,342,997,306",16018,Millenials
Seychelles2014,0.772,"1,342,997,306",16018,Generation X
Seychelles2014,0.772,"1,342,997,306",16018,Generation X
Seychelles2014,0.772,"1,342,997,306",16018,Millenials
Seychelles2014,0.772,"1,342,997,306",16018,Generation Z
Seychelles2014,0.772,"1,342,997,306",16018,Boomers
Seychelles2014,0.772,"1,342,997,306",16018,Silent
Seychelles2014,0.772,"1,342,997,306",16018,Millenials
Seychelles2014,0.772,"1,342,997,306",16018,Generation Z
